{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{1f43075b-c346-4a3d-a81d-b2a2fa18b281} event:/game/03_resort/trapdoor_frombottom
{9cf437b5-d65b-4dd9-a6a4-76fe3e7f9c14} event:/game/03_resort/trapdoor_fromtop
{3164e6e3-a335-4821-bbed-eb598dcae9ce} event:/game/04_cliffside/arrowblock_activate
{51df0abc-4ee9-4dd8-8123-d559a7f51383} event:/game/04_cliffside/arrowblock_break
{05956d91-3c60-437c-b83c-c7883b36408d} event:/game/04_cliffside/arrowblock_debris
{77afc34f-d0dc-4224-89c6-936762850581} event:/game/04_cliffside/arrowblock_move
{f478a136-13df-4b80-946d-1081658ef79f} event:/game/04_cliffside/arrowblock_move_child
{a09bfe4a-d2df-48da-af7f-64c1db765dcf} event:/game/04_cliffside/arrowblock_reappear
{d5e8a4f4-f627-4802-975c-b99ef4fea5ee} event:/game/04_cliffside/arrowblock_reform_begin
{7d6ccc8f-678e-4648-bead-3a5c82cfd916} event:/game/04_cliffside/arrowblock_side_depress
{9a3d6d97-4b11-4771-bf58-fbe2d7274579} event:/game/04_cliffside/arrowblock_side_release
{29ffaa1c-75e8-43e8-9002-54bc40193f8b} event:/game/04_cliffside/cloud_blue_boost
{24844c62-b116-4d87-b944-e748e897bd28} event:/game/04_cliffside/cloud_pink_boost
{39c755bc-96f7-4fe8-89b6-0b1a93a61881} event:/game/04_cliffside/cloud_pink_reappear
{bff1e723-0426-432f-8cbd-780f03e54492} event:/game/04_cliffside/gondola_cliffmechanism_start
{03879103-1510-4dca-a1d0-5e8749bfa6a1} event:/game/04_cliffside/gondola_finish
{056c87c9-457e-475f-b216-206d73982cd2} event:/game/04_cliffside/gondola_halted_loop
{e714a1e9-e0de-4ff0-bb70-9290eeafb029} event:/game/04_cliffside/gondola_movement_loop
{b8669a2f-941b-47c3-9e37-fff4c4086a54} event:/game/04_cliffside/gondola_restart
{4071aef2-1c21-4095-9fe9-500c007d3dcd} event:/game/04_cliffside/gondola_scaryhair_01
{6817fd65-b0e9-43b5-8338-029e57b0f794} event:/game/04_cliffside/gondola_scaryhair_02
{d0fff247-3b15-4a9c-8606-00cf2da9475a} event:/game/04_cliffside/gondola_scaryhair_03
{81f28bb7-3b0a-43e7-bcd8-4bab557fe657} event:/game/04_cliffside/gondola_theo_fall
{b3501af7-543d-4a16-ba86-5fb0da4416fd} event:/game/04_cliffside/gondola_theo_lever_fail
{898f077b-02af-4524-883d-8bd2a8d7bd9b} event:/game/04_cliffside/gondola_theo_lever_start
{8a992dbc-82cf-41f6-9ebe-493eb1dd3c3a} event:/game/04_cliffside/gondola_theo_recover
{6d7ed51e-7e2c-43ed-913d-6617d6dd43e0} event:/game/04_cliffside/gondola_theoselfie_halt
{e916ead7-7d6f-43a7-aaf7-b6a507a6664f} event:/game/04_cliffside/greenbooster_dash
{bcd8c865-476c-4ff8-a8a4-facf110321a8} event:/game/04_cliffside/greenbooster_end
{a0bb25ba-3b9d-45a1-b4cd-214fe07288c0} event:/game/04_cliffside/greenbooster_enter
{80c246ab-79ac-4190-81c0-56bc959e67c8} event:/game/04_cliffside/greenbooster_reappear
{6bfa7995-5b42-4cc2-8459-6c650085f0c2} event:/game/04_cliffside/snowball_impact
{1c2db8f7-e816-4ebc-b825-0fd27357291e} event:/game/04_cliffside/snowball_spawn
{f2966dfb-524f-456f-9107-d2b2c8bbf398} event:/game/04_cliffside/stone_blockade
{c9374bde-64a8-4f26-b4ce-d84b28dac8c8} event:/game/04_cliffside/whiteblock_fallthru
{564d50fe-6229-4fc5-bef4-771b026308f2} event:/game/05_mirror_temple/bladespinner_spin
{097d5975-dee1-42e2-a3f0-1524b9d60fc6} event:/game/05_mirror_temple/button_activate
{e3598466-186b-4d6e-92bf-0a796a4b5f6a} event:/game/05_mirror_temple/button_depress
{797e3c30-39f9-4ab4-9749-9b7451598ec4} event:/game/05_mirror_temple/button_return
{3f6dc969-2f5c-4324-9cef-fc0119536f80} event:/game/05_mirror_temple/crackedwall_vanish
{1e303df8-ca93-4c8a-83a4-671e311469b0} event:/game/05_mirror_temple/crystaltheo_break_free
{5d717d53-4596-4f11-8f44-c73fb9543aba} event:/game/05_mirror_temple/crystaltheo_hit_ground
{ac5d3d51-3aac-4c22-a608-ba0bb777ca27} event:/game/05_mirror_temple/crystaltheo_hit_side
{f64177a2-2611-49cc-8c63-d74c1e29c8a3} event:/game/05_mirror_temple/eye_pulse
{ca49621b-2ecf-4c77-8282-ba1719986f0f} event:/game/05_mirror_temple/eyebro_eyemove
{22a41a42-5e6f-4185-85d4-b5d1a8c38d4d} event:/game/05_mirror_temple/eyewall_bounce
{7f180cd1-0f90-433d-b71e-c9a6cc7f49e7} event:/game/05_mirror_temple/eyewall_destroy
{68e31409-b316-478b-8eb3-67a885e9dd33} event:/game/05_mirror_temple/gate_main_close
{3ec0a31a-f6af-4426-aaa1-db57098dbd39} event:/game/05_mirror_temple/gate_main_open
{adbfae43-5c5b-4b38-abd2-e13215ebde56} event:/game/05_mirror_temple/gate_theo_close
{2b2b58c7-88e0-4575-aaa5-fbf276beddcf} event:/game/05_mirror_temple/gate_theo_open
{2cc437e8-70f0-48b0-ac2a-0dc93ee06b87} event:/game/05_mirror_temple/key_unlock_dark
{fef47165-cad5-492a-8a42-3db9cc48c2bd} event:/game/05_mirror_temple/key_unlock_light
{4fa2a3d9-560d-4546-92b7-969d2ca1fb29} event:/game/05_mirror_temple/mainmirror_reveal
{b857bbcf-540e-46fd-af37-5ea6d12e28f2} event:/game/05_mirror_temple/mainmirror_torch_lit_1
{35abfea4-7b3b-489d-bcd8-431b93b87fa4} event:/game/05_mirror_temple/mainmirror_torch_lit_2
{36604f79-14aa-4a46-a7b3-42a15fc7fbc1} event:/game/05_mirror_temple/mainmirror_torch_loop
{bdeb0f35-c06a-4f67-96d6-57869f22114f} event:/game/05_mirror_temple/redbooster_dash
{b3da9cec-f45e-4dcd-bf8b-c84a7dd5c56b} event:/game/05_mirror_temple/redbooster_end
{1ed8d7f1-ef06-4db9-98d2-4f2ea3b46e7b} event:/game/05_mirror_temple/redbooster_enter
{7f0e5b69-8d8a-4983-ac98-deb970106cc6} event:/game/05_mirror_temple/redbooster_move
{ae2f6ea7-bd05-41df-a0dd-044058292d72} event:/game/05_mirror_temple/redbooster_reappear
{39c3eab6-ef3e-4ffb-8653-b0345fc67e20} event:/game/05_mirror_temple/room_lightlevel_down
{752d010d-81f5-4ea8-a9ab-b99d4e0e1dd9} event:/game/05_mirror_temple/room_lightlevel_up
{9521ed4e-a395-4ef2-89cc-3a3c99942108} event:/game/05_mirror_temple/seeker_aggro
{a35ec65b-6b2b-47b1-8c5f-b13facb6487f} event:/game/05_mirror_temple/seeker_booped
{3147835f-3002-4097-bc14-53c456a8501f} event:/game/05_mirror_temple/seeker_dash
{051055e4-9308-4765-9a0b-877491039301} event:/game/05_mirror_temple/seeker_dash_turn
{48325639-2492-43e0-81de-cd7898db8b8c} event:/game/05_mirror_temple/seeker_death
{d7f87c78-d631-4cb3-8487-f077d65ed4a5} event:/game/05_mirror_temple/seeker_hit_lightwall
{b51e22cd-a7bb-42e5-a0d9-af5e9bfe3c36} event:/game/05_mirror_temple/seeker_hit_normal
{ded98d91-1f1e-4fcf-b177-959028cd379c} event:/game/05_mirror_temple/seeker_playercontrolstart
{fd08f871-88dc-484f-8773-497258aa3034} event:/game/05_mirror_temple/seeker_revive
{439c8be0-4350-4504-9df9-173abc3e15bb} event:/game/05_mirror_temple/seeker_statue_break
{1b02729d-bb1d-4366-94fb-a5683edbfa38} event:/game/05_mirror_temple/swapblock_move
{c4d97750-9512-487d-bd98-cfbe021a2702} event:/game/05_mirror_temple/swapblock_move_end
{a9879415-f054-4486-9582-44cf599b5e70} event:/game/05_mirror_temple/swapblock_return
{7820adbb-5c57-46ac-bde1-9ecba7fa730e} event:/game/05_mirror_temple/swapblock_return_end
{2bf6eb6d-2bbb-4bbf-bf76-1f37fd8b6098} event:/game/05_mirror_temple/torch_activate
{3d116858-7da6-4838-a3bc-5e1f1fb73fd4} event:/game/06_reflection/badeline_feather_slice
{79ca9943-db1f-4118-9c48-1893e5937e42} event:/game/06_reflection/badeline_freakout_1
{45b9d18d-7871-4c32-93af-521b3bd55483} event:/game/06_reflection/badeline_freakout_2
{3b218b08-138f-48ab-9e13-00d093114e40} event:/game/06_reflection/badeline_freakout_3
{3a28d465-3e86-4e3c-8ffd-5e5ba8449c95} event:/game/06_reflection/badeline_freakout_4
{d1915e57-1952-448d-8610-6b123f6b449c} event:/game/06_reflection/badeline_freakout_5
{6d25e0a4-6603-4ead-b934-ab432c153bd9} event:/game/06_reflection/badeline_pull_cliffbreak
{74f464a2-074c-4693-9aa6-fc4b1a875f50} event:/game/06_reflection/badeline_pull_impact
{a78e5da7-9ee8-4ba7-bdf0-f3fa45dfb3d8} event:/game/06_reflection/badeline_pull_rumble_loop
{b03ce754-f33d-44f6-aaa8-4f7702dfc335} event:/game/06_reflection/badeline_pull_whooshdown
{03185ab0-0f08-4c6e-a6ae-1c44da6b2842} event:/game/06_reflection/boss_spikes_burst
{a67c7b2a-2efe-437d-b4eb-9b0b7c9a5c38} event:/game/06_reflection/crushblock_activate
{0b58832d-4e27-44db-a154-558d490c3083} event:/game/06_reflection/crushblock_impact
{964ff961-da31-4ff4-b344-7b7dd4ddc7d7} event:/game/06_reflection/crushblock_move_loop
{a8ad11bd-1740-42fc-a83b-e067c2461c18} event:/game/06_reflection/crushblock_move_loop_covert
{251c3dfb-0cab-4ef7-bb2c-2b0f8aa56537} event:/game/06_reflection/crushblock_rest
{115ebebd-cb97-4ba1-bc55-5f6dac63a699} event:/game/06_reflection/crushblock_rest_waypoint
{b04421be-109d-400f-8797-cdd05d0f6bd7} event:/game/06_reflection/crushblock_return_loop
{88cc2646-c70d-47bb-9e88-1de934fa1792} event:/game/06_reflection/fall_spike_smash
{441f8a0a-8783-4894-b45c-815c95877931} event:/game/06_reflection/fallblock_boss_impact
{d7c6ea52-c946-4099-9a90-553be5d5335b} event:/game/06_reflection/fallblock_boss_shake
{eb66579e-6a05-4b8d-ad27-0f39703998c7} event:/game/06_reflection/feather_bubble_bounce
{6e29b787-1f7a-4f44-84a8-eb867342a37f} event:/game/06_reflection/feather_bubble_get
{eef6081c-aa94-4203-a235-41cc41007d4e} event:/game/06_reflection/feather_bubble_renew
{3cafbad4-ca29-4798-815a-ada3a887ffd3} event:/game/06_reflection/feather_get
{9a2f4eef-a598-4031-9600-4ed2d0ecec3c} event:/game/06_reflection/feather_reappear
{38215515-d671-4635-a2ff-9b6749619301} event:/game/06_reflection/feather_renew
{e08e627f-334c-46f1-b8a8-9c090cadc788} event:/game/06_reflection/feather_state_bump
{ea1e1d39-ace6-481c-8438-d57709355f1e} event:/game/06_reflection/feather_state_end
{a7153155-8c54-4635-9ea5-5423d9cd02e5} event:/game/06_reflection/feather_state_loop
{7d1dcd4a-298d-4943-b70d-f41311ec4f1b} event:/game/06_reflection/feather_state_warning
{61497bfa-cd5f-4c26-86ae-a12d04fd5dee} event:/game/06_reflection/hug_badeline_glow
{3aded16d-06f6-4a37-aa4c-91bd91ee290a} event:/game/06_reflection/hug_image_1
{d375e1f8-d1ac-47f2-8bc9-bc51029404e6} event:/game/06_reflection/hug_image_2
{21cc70d3-7469-431e-b31d-63844d7005c5} event:/game/06_reflection/hug_image_3
{97ad5be6-ab5a-4587-9868-1a6a36befc48} event:/game/06_reflection/hug_levelup_text_in
{be107a92-39f3-4789-8fbb-b1055dee27ee} event:/game/06_reflection/hug_levelup_text_out
{21db4b0c-6524-4545-8266-c6ea1bf032ef} event:/game/06_reflection/pinballbumper_hit
{8d6249fc-9f0d-4980-b876-036252ae209d} event:/game/06_reflection/pinballbumper_reset
{34751b86-7136-491f-b281-4acfc5abc130} event:/game/06_reflection/scaryhair_move
{990ebd4d-3117-4c00-8328-88b757411c91} event:/game/06_reflection/scaryhair_whoosh
{91dc7f98-2590-4c28-adcb-02c1881cf8d2} event:/game/06_reflection/supersecret_dashflavour
{8b071bc7-bb71-4db6-9a0c-78c576426dc8} event:/game/06_reflection/supersecret_heartappear
{3e6f0df6-6fe4-47de-b2c0-d08bcfa21319} event:/game/06_reflection/supersecret_torch_1
{ba61f3cf-14b9-4d76-b433-4a6d8f14dedc} event:/game/06_reflection/supersecret_torch_2
{a962651f-30eb-4a9c-97fc-d835f6a87783} event:/game/06_reflection/supersecret_torch_3
{954696fc-a63e-4463-a54c-10838017aa8e} event:/game/06_reflection/supersecret_torch_4
{007817b9-722a-44c8-8e14-cc66233ce495} event:/game/07_summit/altitude_count
{6fb5dd68-3aab-4a50-ad31-33d08b2e88e5} event:/game/07_summit/checkpoint_confetti
{98bbbca2-1b04-495b-8a02-7eae819d473c} event:/game/07_summit/gem_get
{c4168a8d-2840-4f88-8dae-c53ae7a67551} event:/game/07_summit/gem_unlock_1
{e67a6421-0ca8-4051-98f4-8ee400f0db93} event:/game/07_summit/gem_unlock_2
{b7fd1fc1-f041-42ef-82c3-ff792e998a1a} event:/game/07_summit/gem_unlock_3
{dccaadfe-f788-4980-8a91-4f8fadb26609} event:/game/07_summit/gem_unlock_4
{f7e67666-e4fe-49db-a6e3-209bfae067a4} event:/game/07_summit/gem_unlock_5
{c8ad0627-526a-4251-b3c9-9e77637278a0} event:/game/07_summit/gem_unlock_6
{4ab3c742-e5f8-4337-a38e-ea8ed81f3585} event:/game/07_summit/gem_unlock_complete
{d16b3d24-62a8-428d-a6c9-9a1d9b0b47db} event:/game/09_core/bounceblock_break
{9d02cd4d-a187-4104-a985-505de199fb25} event:/game/09_core/bounceblock_reappear
{7be458ab-5b1e-4237-84e7-ead255468209} event:/game/09_core/bounceblock_touch
{c11484c7-8cc1-4328-b074-2ed680b452f1} event:/game/09_core/conveyor_activate
{a97e79b8-1e79-4f31-a648-7b99414a800c} event:/game/09_core/final_heart_get
{91d12529-3e7b-47e2-bc73-2037267fc6ca} event:/game/09_core/frontdoor_heartfill
{12eebf33-5c32-46f2-b988-00fdffb83b6d} event:/game/09_core/frontdoor_unlock
{2718ffac-db8e-4f95-b54e-253134bd48a5} event:/game/09_core/hotpinball_activate
{3988aed8-0d51-4226-8ebb-89a25c823c78} event:/game/09_core/iceball_break
{6c7ea8bb-a843-4cd6-8397-c31344ae3a83} event:/game/09_core/iceblock_reappear
{cb58d270-9f66-4686-aea7-ca779f5ce612} event:/game/09_core/iceblock_touch
{2823a745-a4bf-428a-9c9f-01d36d543f63} event:/game/09_core/pinballbumper_hit
{d9c39b1e-abbe-40b0-a78a-b78b61d94ebd} event:/game/09_core/rising_threat
{4873d018-21da-4850-8503-df248e413cb5} event:/game/09_core/switch_dies
{e08cde3f-631d-47ab-a94a-9281717c3219} event:/game/09_core/switch_to_cold
{9b4a375f-ac9e-4d57-a145-b7e488e46191} event:/game/09_core/switch_to_hot
{93c5f4b9-cb2c-4db0-ad3f-b05272ff8950} event:/game/general/assist_dash_aim
{f32eab8f-468d-430f-8fb4-c603abc19aab} event:/game/general/assist_dreamblockbounce
{0cc0f8af-53e0-4301-a6ba-9d3545a34e4e} event:/game/general/assist_nonsolid_in
{992b2466-36d9-4202-a439-2a74a43a19d1} event:/game/general/assist_nonsolid_out
{b98b9406-a64d-4428-b882-a33366f50cbf} event:/game/general/assist_screenbottom
{5f8d988c-528d-4d55-a6e2-4c47bfc50176} event:/game/general/bird_in
{51d238e6-4f1b-46f6-a94d-df78f8df8ac7} event:/game/general/bird_land_dirt
{391d10bd-1577-4ae2-8370-04e1bd3f0fc5} event:/game/general/bird_peck
{4d1ae0ae-db96-47b7-925c-ce84c6ab722e} event:/game/general/bird_squawk
{7ea54ed8-0285-4dfc-a1ce-558444a4aa59} event:/game/general/bird_startle
{73b07905-9234-4900-af6e-b27820978106} event:/game/general/birdbaby_flyaway
{855749a2-8c5a-4db6-9877-f7cfd3a2183c} event:/game/general/birdbaby_hop
{2708f97c-8a18-4c6b-9bd7-1abf90dac0f6} event:/game/general/birdbaby_tweet_loop
{0e132294-09bd-44a3-9af3-9392521eddef} event:/game/general/cassette_block_switch_1
{4286af39-b45f-42e6-887d-f8515180d3f8} event:/game/general/cassette_block_switch_2
{9db695ce-ce56-4025-9528-030d6b599c86} event:/game/general/cassette_bubblereturn
{111996f6-8bae-408f-86d1-0aeae8203f4b} event:/game/general/cassette_get
{4c42d16c-381c-43ca-9d5d-56595e196b08} event:/game/general/cassette_preview
{1acb8e84-5f79-4dcd-86aa-e8a514535b7d} event:/game/general/crystalheart_blue_get
{96349ed6-cd24-4010-a9ee-0e93101a6609} event:/game/general/crystalheart_bounce
{10ff4e08-9448-49ae-8092-d402bb128538} event:/game/general/crystalheart_gold_get
{78f2deb2-fccc-4d1d-b78a-9667d574bbf3} event:/game/general/crystalheart_pulse
{e04dbcbd-4476-4174-9046-1e92febcc08e} event:/game/general/crystalheart_red_get
{8b672ab7-0d76-45fb-a9e9-1676ca014d6f} event:/game/general/debris_dirt
{3795b486-390b-46cc-97f9-dced1a83453b} event:/game/general/debris_stone
{972b07a3-38ff-4818-b24d-151db5d3a044} event:/game/general/debris_wood
{735f3afc-00bc-46da-94f1-2cb51e3bfecc} event:/game/general/diamond_return
{a47180e1-9bc2-4dbc-86c7-6402cea2e2be} event:/game/general/diamond_touch
{5381856a-d548-4a31-b7e5-b94d2a72881e} event:/game/general/fallblock_impact
{a9cc805b-cc3c-4e29-af3b-bc69914e5a10} event:/game/general/fallblock_shake
{3070bcdd-928f-4ffb-ba75-d43dbb2c2864} event:/game/general/key_get
{2b6c4db0-c9c8-4be7-8835-b4866bc1e4f5} event:/game/general/lookout_move
{60836b2c-9999-4f03-8801-2c01dc40b163} event:/game/general/lookout_use
{f372e3a9-bb65-4343-bf47-b87d18d10383} event:/game/general/passage_closed_behind
{e217436d-8f73-462c-9877-ac095e8f20b8} event:/game/general/platform_disintegrate
{58e5b7db-c18b-4399-bd5c-dd592c9c1b47} event:/game/general/platform_return
{38e9f295-6400-41e8-b574-9a1e8c908622} event:/game/general/secret_revealed
{2626645e-6392-4963-8361-4dccfa511758} event:/game/general/seed_complete_berry
{26391bcd-7613-49ad-a9bd-529f7bcaeb29} event:/game/general/seed_complete_main
{884bccb8-958a-4278-8a1b-daf74fff37c0} event:/game/general/seed_poof
{b5d1aeec-3d7e-4eed-9e82-5014b99162ce} event:/game/general/seed_pulse
{c4df15cb-44b5-4913-b238-29083f1d8b0a} event:/game/general/seed_reappear
{6160ad7b-16f6-49a5-aa9b-55d75da5a8e1} event:/game/general/seed_touch
{1a7858a9-96f8-426a-a06f-0c2750e43f85} event:/game/general/spotlight_intro
{b38c0f26-cef2-487f-b99c-295757ccd5a9} event:/game/general/spotlight_outro
{a4c52eee-f6a0-4ebe-976f-fab38d4cfa7a} event:/game/general/spring
{2452bb12-5d79-4849-b62b-17cc06744679} event:/game/general/strawberry_blue_pulse
{5c271b0b-eba2-400b-8011-e1d673324674} event:/game/general/strawberry_blue_touch
{3b9e48f1-e72d-46a6-909b-4ce5044c4253} event:/game/general/strawberry_flyaway
{3b45b8d4-ff15-4d36-9411-3e4ce2726377} event:/game/general/strawberry_get
{e144b578-20dd-4722-897c-24de90562b7b} event:/game/general/strawberry_laugh
{0886e368-bce4-4922-97c3-edeadf714e29} event:/game/general/strawberry_pulse
{525d00db-bc31-4054-9f61-0238bfd62941} event:/game/general/strawberry_touch
{dd319a09-d197-4604-8ebf-c5fee614d863} event:/game/general/strawberry_wingflap
{5a1e6a52-fa6a-44fb-b7ef-931a000b7c95} event:/game/general/thing_booped
{30fafd37-cd47-4a56-ab3b-0cc8f1beec5b} event:/game/general/touchswitch_any
{0d6edb8b-2936-4e11-bc13-2c8bba70cbfa} event:/game/general/touchswitch_gate_finish
{845556f0-842c-46d2-ac6c-64fc05f14cb0} event:/game/general/touchswitch_gate_open
{0bf56c65-3c71-4a0a-bce1-0bc63af5b3f6} event:/game/general/touchswitch_last
{effc3510-2efe-422f-aa3a-30b8ace60533} event:/game/general/touchswitch_last_cutoff
{479dda0f-e99f-478b-96c0-6367cf06cab2} event:/game/general/touchswitch_last_oneshot
{329fd34b-cca4-4d8c-a07e-fdf8be436e38} event:/game/general/wall_break_dirt
{7c01de41-a31a-43c3-9c0f-9ae85ad94c68} event:/game/general/wall_break_ice
{92f75010-4e90-428e-834c-1315ddbd9460} event:/game/general/wall_break_stone
{634bdd66-3f53-4679-8ced-fadfc60d412f} event:/game/general/wall_break_wood
{7d59af65-77a1-4cc0-be3d-3a0474a69f9b} event:/Ingeste/char/bosses/giga_axis/bigger_beam
{14010af4-f5df-4c9f-a67a-339acdec3c2d} event:/Ingeste/char/bosses/mid_boss/embryo/embryo_spawn
{8bc1b102-9bf5-4aaa-ba99-f91dc925944e} event:/Ingeste/char/bosses/mid_boss/extra/defeat
{afec52c8-b23a-414c-855b-837f638131e1} event:/Ingeste/char/bosses/mid_boss/extra/spawn
{ff5ded97-a415-44f3-a2a0-15267a27dc1a} event:/Ingeste/char/kirby/candy_end
{11da6305-efcb-46c4-89a9-a97895cdd9b4} event:/Ingeste/char/kirby/candy_start
{754201ec-f965-4fd9-aa51-957dbca9d7e2} event:/Ingeste/char/kirby/candy_warning
{eec5dee5-8a36-470c-acbb-94327036f78c} event:/Ingeste/char/kirby/charge_beam
{c264922c-5e18-4dc3-be8f-cf31f9caff94} event:/Ingeste/char/kirby/charge_dash_attack
{d7318c6b-6515-43bd-a5e5-377806823c3f} event:/Ingeste/char/kirby/charge_gunstar
{0c5f979b-90e4-4493-a51c-e0990a186ebb} event:/Ingeste/char/kirby/charge_snowgrave
{a9801e85-09eb-439c-84f5-d5633efde57d} event:/Ingeste/char/kirby/dash_charge
{5d499435-efd0-45b1-a762-3b66f5f056d1} event:/Ingeste/char/kirby/footstep
{2eb27820-4b4f-4bea-b706-9e05e015d50a} event:/Ingeste/char/kirby/inhale_loop
{8e357d86-a236-4466-9e02-818d0e17b6f6} event:/Ingeste/char/kirby/inhale_start
{56cb8ee6-0d6d-4f87-accc-f445ac752bf2} event:/Ingeste/char/kirby/lets_go
{f5b00d0e-af5b-412d-801a-581b4dbe88f6} event:/Ingeste/char/kirby/spit
{6770e0a5-f8f0-4a26-b75d-5d3487924751} event:/Ingeste/char/madeline/cell_phone_ringing
{665b160f-35d2-42aa-9822-12ae9e80070f} event:/Ingeste/char/madeline/popup
{99c248c7-7631-4b86-b6e1-5acdd999d796} event:/Ingeste/char/madeline/whoope
{1d9e06eb-8974-4f18-9705-ba1d42402471} event:/Ingeste/char/others/Daroach_Squeak
{a10d4707-8467-4179-a538-e89f7a5f7ae7} event:/Ingeste/char/others/Groan_Stomach
{4ce9272a-e1e9-479b-acd2-18c489733320} event:/Ingeste/char/others/Marx_Giggles
{d20dc066-bac4-4982-9e70-05d5ab1b0edf} event:/Ingeste/char/others/Marx_Laugh
{d3ee572a-69e4-40fe-a326-6577b6ccd138} event:/Ingeste/char/others/Nago_Angry_Meow
{a436bc45-a770-4e24-89fa-ee8c10d81c0a} event:/Ingeste/char/others/Suzy_Laugh
{86b351dc-59aa-4d9d-923f-a051e38c7c12} event:/Ingeste/env/00_prologue
{bebd0cf3-9d70-44cc-baea-2f5db9304c36} event:/Ingeste/env/01_main
{baca9f33-4c5c-4b7f-a9de-d494a7a0fe0f} event:/Ingeste/env/02_awake
{bcdb3646-8b1c-4db1-acf1-06625050d678} event:/Ingeste/env/02_nightmare
{8020a075-15eb-4884-b79b-a1c2c504b2df} event:/Ingeste/env/03_main
{a39bf356-c863-44c1-840a-169ce28ee02f} event:/Ingeste/env/04_awake
{ce214be3-b798-4538-bd11-ae098182b06d} event:/Ingeste/env/04_dream
{66bd1899-ffa1-4b37-b9f6-076f7c38b087} event:/Ingeste/env/05_exterior
{f60d5eb5-3ca3-4b78-9f04-53836615c10a} event:/Ingeste/env/05_interior
{718f9739-fa82-4ec6-8368-9ed643507efe} event:/Ingeste/env/05_NES_closeup
{4fc59aa6-9ea3-4a6a-bed4-6524b75b7c04} event:/Ingeste/env/06_main
{615d8a6a-1a4e-4704-a6e3-f7358604e506} event:/Ingeste/env/07_interior_dark
{d4b06ffa-624b-420b-a413-5bb680d9b89a} event:/Ingeste/env/07_interior_main
{0e23535c-7310-4b2d-9124-deb96eb37149} event:/Ingeste/env/08_boss
{6317665e-943a-4462-ba22-6d842fb4abfe} event:/Ingeste/env/08_lake
{5b30b984-b015-458d-bc39-e3fa40056e4f} event:/Ingeste/env/08_main
{ebc05b3e-926d-4cf6-bcc9-2011aebce4bf} event:/Ingeste/env/10_ruins
{f764148e-f709-4b9a-8cef-8ad4bee92613} event:/Ingeste/env/11_snow_daytime
{3a57101e-16c2-4008-82a2-8c619b7d2186} event:/Ingeste/env/11_snow_nighttime
{f6d1cba6-2c4a-4e52-9586-b47a0799e4f6} event:/Ingeste/env/12_river
{855e3cd6-5851-4f31-a762-b8d16c65345d} event:/Ingeste/env/12_tower
{2e5078c1-5650-439c-b1b4-984a004f275f} event:/Ingeste/env/12_waterfall
{4d61e531-9d2d-4977-8687-689d4b890950} event:/Ingeste/env/13_factory
{bd3be31e-a472-40ed-8e50-2504a7990c72} event:/Ingeste/env/13_hotel
{1ee0c24b-0a26-4e04-8192-b01129b12ecd} event:/Ingeste/env/14_digital
{4c921679-7847-463c-addf-ec180e501b8a} event:/Ingeste/env/15_barrier
{3688706a-9126-4080-87ef-eb1310499514} event:/Ingeste/env/15_castle
{3f9479e6-3b04-4df5-bb55-1cc71a92a8f3} event:/Ingeste/env/15_peak
{daf364a7-c7df-43ad-ae84-597009147359} event:/Ingeste/env/16_myworld
{f25aed9f-6b77-4ae5-85ef-b0ec1764b88a} event:/Ingeste/env/16_saved
{9b320da2-651b-4926-9c9c-600e448acc68} event:/Ingeste/env/18_main
{dc6343fe-395e-4650-9d84-0f1e3631a3f6} event:/Ingeste/final_content/char/asriel/Asriel_Big_Bullet_Fire
{37e946d4-7d27-4d01-98c5-f7ab816e4e29} event:/Ingeste/final_content/char/asriel/Asriel_Bigger_Gun_Fire
{b686f32c-5b07-4cc5-be43-8567b2c79c8e} event:/Ingeste/final_content/char/asriel/Asriel_Bigger_Lightninghit
{0972e32d-8003-4c91-b694-ba2ff28f63b9} event:/Ingeste/final_content/char/asriel/Asriel_BiggerGunMechanized
{b5f0b9ed-8cd7-4115-95ae-3a270474cb09} event:/Ingeste/final_content/char/asriel/Asriel_BigStar
{baf4d057-2be3-412c-be6d-29bf041bcc1f} event:/Ingeste/final_content/char/asriel/Asriel_Cinematiccut
{05066545-1460-4c23-93e9-1a8adf0bed8f} event:/Ingeste/final_content/char/asriel/Asriel_Crash_Bubble
{98ecc4b0-3d18-44f3-8ff5-e0d07ad90cdb} event:/Ingeste/final_content/char/asriel/Asriel_Create
{ed290d7f-cc45-473c-b127-d700bbf5b798} event:/Ingeste/final_content/char/asriel/Asriel_Final_Beam
{ecbe2d88-1b08-468e-aef8-83ba84d2a6d7} event:/Ingeste/final_content/char/asriel/Asriel_Final_Cinematiccut
{d8ff5e83-3e22-4104-a0a8-2eced97005f7} event:/Ingeste/final_content/char/asriel/Asriel_Grab
{75280e87-b164-4cce-883c-eab351aac871} event:/Ingeste/final_content/char/asriel/Asriel_Gunshot
{bafbd50b-ecda-480b-a1a1-a33ec3344b3f} event:/Ingeste/final_content/char/asriel/Asriel_Hypergoner_Charge
{571d2a92-e900-453b-8461-3b4bc3a9a31b} event:/Ingeste/final_content/char/asriel/Asriel_Lightninghit
{c5d8e50d-1382-4dfd-9922-7191586d4bd3} event:/Ingeste/final_content/char/asriel/Asriel_Roar
{abb1ad69-c6b2-4a9d-a50e-a0d4ffe88b63} event:/Ingeste/final_content/char/asriel/Asriel_Scream_Hit
